9.244999848306179047e-03,-5.307999905198812485e-03,5.709999823011457920e-04
1.058899983763694763e-02,-1.190700009465217590e-02,7.898000068962574005e-03
1.701699942350387573e-02,-7.672000210732221603e-03,5.375999957323074341e-03
1.058899983763694763e-02,-1.190700009465217590e-02,7.898000068962574005e-03
1.274299994111061096e-02,-1.946200057864189148e-02,6.492000073194503784e-03
1.779700070619583130e-02,-2.160499989986419678e-02,3.566999919712543488e-03
2.127899974584579468e-02,-1.603600010275840759e-02,4.296999890357255936e-03
2.735700085759162903e-02,-1.136500015854835510e-02,7.238999940454959869e-03
2.751000039279460907e-02,-1.781300082802772522e-02,9.189999662339687347e-03
3.405699878931045532e-02,-1.328099984675645828e-02,1.092499960213899612e-02
3.242599964141845703e-02,-6.287000142037868500e-03,8.661000058054924011e-03
2.624000050127506256e-02,-4.211000166833400726e-03,3.942000214010477066e-03
2.109500020742416382e-02,4.042000044137239456e-03,5.392000079154968262e-03
2.624000050127506256e-02,-4.211000166833400726e-03,3.942000214010477066e-03
3.242599964141845703e-02,-6.287000142037868500e-03,8.661000058054924011e-03
3.086600080132484436e-02,7.040000054985284805e-04,5.731000099331140518e-03
3.775700181722640991e-02,-1.306000049225986004e-03,9.758000262081623077e-03
3.506299853324890137e-02,6.448000203818082809e-03,6.564000155776739120e-03
3.074800036847591400e-02,1.460099965333938599e-02,5.050000036135315895e-04
2.928500063717365265e-02,2.153800055384635925e-02,-2.836999949067831039e-03
2.550099976360797882e-02,1.636799983680248260e-02,3.267999971285462379e-03
