-7.416999898850917816e-03,-6.305299699306488037e-02,3.097200021147727966e-02
-1.913899928331375122e-02,-5.324999988079071045e-02,4.644799977540969849e-02
-2.141799964010715485e-02,-4.365799948573112488e-02,6.003399938344955444e-02
-2.771900035440921783e-02,-4.649500176310539246e-02,5.450100079178810120e-02
-1.076699979603290558e-02,-5.030500143766403198e-02,5.313599854707717896e-02
-2.141799964010715485e-02,-4.365799948573112488e-02,6.003399938344955444e-02
-2.771900035440921783e-02,-4.649500176310539246e-02,5.450100079178810120e-02
-3.075000084936618805e-02,-3.711200132966041565e-02,6.616599857807159424e-02
-4.385999962687492371e-02,-3.481400012969970703e-02,6.556300073862075806e-02
-4.637800157070159912e-02,-2.520699985325336456e-02,7.728999853134155273e-02
-4.334700107574462891e-02,-3.466200083494186401e-02,9.185999631881713867e-02
-5.297999829053878784e-02,-3.055199980735778809e-02,9.602200239896774292e-02
-4.781299829483032227e-02,-3.730700165033340454e-02,9.285700321197509766e-02
-3.721699863672256470e-02,-3.086400032043457031e-02,9.190999716520309448e-02
-4.781299829483032227e-02,-3.730700165033340454e-02,9.285700321197509766e-02
-5.297999829053878784e-02,-3.055199980735778809e-02,9.602200239896774292e-02
-5.905599892139434814e-02,-3.383700177073478699e-02,9.732399880886077881e-02
-6.090100109577178955e-02,-2.588899992406368256e-02,9.950199723243713379e-02
-7.002499699592590332e-02,-2.243899926543235779e-02,1.026920005679130554e-01
-7.198400050401687622e-02,-3.115200065076351166e-02,1.031849980354309082e-01
-7.913299649953842163e-02,-2.526799961924552917e-02,1.063460037112236023e-01
